ModelName,Data,Hyperparameters,RandomSeed,Score_f2,Score_precision,Score_recall,Score_accuracy
DecisionTreeClassifier_max_depth_7,v2,"{'max_depth': 7, 'random_state': 42}",2660515061,0.43478260869565216,0.4,0.4444444444444444,0.7608695652173914
DecisionTreeClassifier_max_depth_None,v2,"{'max_depth': None, 'random_state': 42}",2615162876,0.43010752688172044,0.38095238095238093,0.4444444444444444,0.75
LogisticRegression_L2_Normalized,v3,"{'penalty': 'l2', 'C': 1.0, 'solver': 'liblinear', 'max_iter': 1000}",2129797610,0.30120481927710846,0.45454545454545453,0.2777777777777778,0.7934782608695652
DecisionTreeClassifier_max_depth_5_Normalized,v3,"{'max_depth': 5, 'random_state': 42}",917554384,0.4838709677419355,0.42857142857142855,0.5,0.7717391304347826
DecisionTreeClassifier_Optimized,v3,"{'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 2, 'criterion': 'entropy', 'random_state': 42}",390514447,0.18292682926829268,0.3,0.16666666666666666,0.7608695652173914
DecisionTreeClassifier_Downsampled,v4_downsampled,"{'max_depth': 5, 'random_state': 42}",3047872122,0.49019607843137253,0.3333333333333333,0.5555555555555556,0.6956521739130435
DecisionTreeClassifier_Upsampled,v4_upsampled,"{'max_depth': 5, 'random_state': 42}",2517728989,0.4368932038834951,0.2903225806451613,0.5,0.6630434782608695
DecisionTreeClassifier_Weighted,v4_weighted,"{'max_depth': 5, 'random_state': 42, 'class_weight': {'no disease': 1, 'disease': 3}}",1050643649,0.36082474226804123,0.28,0.3888888888888889,0.6847826086956522
DecisionTreeClassifier_SMOTE,v4_smote,"{'max_depth': 5, 'random_state': 42}",2830298256,0.3763440860215054,0.3333333333333333,0.3888888888888889,0.7282608695652174
LogisticRegression_Downsampled,v4_downsampled,"{'C': 0.1, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",2846672737,0.6,0.42857142857142855,0.6666666666666666,0.7608695652173914
LogisticRegression_Upsampled,v4_upsampled,"{'C': 10, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",3934573198,0.5494505494505495,0.5263157894736842,0.5555555555555556,0.8152173913043478
LogisticRegression_Weighted,v4_weighted,"{'C': 0.1, 'class_weight': {'no disease': 1, 'disease': 3}, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",2024903373,0.5319148936170213,0.45454545454545453,0.5555555555555556,0.782608695652174
LogisticRegression_SMOTE,v4_smote,"{'C': 1, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",150573735,0.4891304347826087,0.45,0.5,0.782608695652174
RandomForestClassifier_Downsampled,v4_downsampled,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",6696902,0.5769230769230769,0.375,0.6666666666666666,0.717391304347826
RandomForestClassifier_Downsampled,v4_downsampled,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",106796975,0.5769230769230769,0.375,0.6666666666666666,0.717391304347826
RandomForestClassifier_Upsampled,v4_upsampled,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",2959478353,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8695652173913043
RandomForestClassifier_Weighted,v4_weighted,"{'class_weight': {'no disease': 1, 'disease': 3}, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",1675955286,0.46511627906976744,0.5714285714285714,0.4444444444444444,0.8260869565217391
RandomForestClassifier_SMOTE,v4_smote,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",2469942751,0.5,0.5,0.5,0.8043478260869565
BaggingClassifier_SMOTE,v4_bagging_smote,"{'bootstrap': True, 'max_features': 1.0, 'max_samples': 0.5, 'n_estimators': 50, 'random_state': 42}",3634520664,0.4838709677419355,0.42857142857142855,0.5,0.7717391304347826
GradientBoostingClassifier_SMOTE,v4_boosting_smote,"{'learning_rate': 0.2, 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",1996979127,0.4945054945054945,0.47368421052631576,0.5,0.7934782608695652
LogisticRegression,v1,"{'penalty': None, 'max_iter': 1000}",3159021638,0.45977011494252873,0.5333333333333333,0.4444444444444444,0.8152173913043478
DecisionTreeClassifier_Upsampled,v4_upsampled,"{'max_depth': 5, 'random_state': 42}",1969607320,0.4368932038834951,0.2903225806451613,0.5,0.6630434782608695
LogisticRegression_Upsampled,v4_upsampled,"{'C': 10, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",1758149416,0.5494505494505495,0.5263157894736842,0.5555555555555556,0.8152173913043478
RandomForestClassifier_Upsampled,v4_upsampled,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",1346105129,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8695652173913043
RandomForestClassifier_Upsampled,v4_upsampled,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",1346105129,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8695652173913043
